,Trope,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,\N,Associated_Movies,Number_movies
8918,GilliganCut,70,0,67,0,25,162,41,4,128,25,25,1,0,12,28,9,6,19,0,52,24,2,8,37,10,3,0,"['A Field in England', 'A Fish Called Wanda', 'A League of Their Own', 'A Night at the Movies', 'A Star Is Born', 'ATL', 'A Walk Among the Tombstones', 'Ace High', 'Ace Ventura: When Nature Calls', 'Age of Consent', ""All the President's Men"", 'Almost Famous', 'Anchors Aweigh', 'Annie Hall', 'Ant-Man', 'Ant-Man and the Wasp', 'Anvil: The Story of Anvil', 'As Good as It Gets', 'Avengers: Age of Ultron', 'Back to the Future Part II', 'Bad Eggs', 'Bad Girl', 'Bad Words', 'Bananas', 'Batman Begins', 'Batman Returns', 'Beautiful Girls', 'Behind the Candelabra', 'Below', 'Big Daddy', 'Black and White in Color', 'Black Dynamite', 'Black Hawk Down', 'Blue Jasmine', 'Boat Trip', 'Bridesmaids', 'Bright Lights', ""But I'm a Cheerleader"", 'Camp Nowhere', 'Cape Fear', 'Carnival of Souls', 'Casino', 'Downfall', 'Chef', 'Chicago', 'Children of the Corn V: Fields of Terror', 'Citizen Kane', 'Clear and Present Danger', 'Clerks', 'Clifford', 'Cold Weather', 'Colette', 'Contracted', 'David Brent: Life on the Road', 'Deadpool 2', 'Death Becomes Her', 'Death on the Diamond', 'Deconstructing Harry', 'Descendants', 'Design for Living', 'Desire', 'The Punch Bowl', 'Die Hard 2', 'Dirty Dancing', 'Donnie Darko', ""Don't Tell Mom the Babysitter's Dead"", 'Dragnet', 'Drop Dead Fred', 'Drop Dead Gorgeous', 'Dumb and Dumber', 'Dutch', 'Edge of Tomorrow', ""Everybody's Fine"", 'Explorers', 'Extraterrestrial', 'Face/Off', 'Fire Birds', 'For Keeps?', 'Four Flies on Grey Velvet', 'Four Weddings and a Funeral', 'French Kiss', 'Fright Night', 'Frost/Nixon', 'Gattaca', 'George of the Jungle', 'Get Out', 'Get Smart', 'Ghostbusters', 'Good Burger', 'Good Morning, Vietnam', 'Goodfellas', 'Green Lantern', 'Hamlet 2', 'Happy Gilmore', 'Harold & Kumar Go to White Castle', 'Harry Potter and the Half-Blood Prince', 'Heathers', 'Heavyweights', 'Hellboy', 'High Stakes', 'Holiday', 'Homecoming', 'Honey, I Blew Up the Kid', 'Honey, I Shrunk the Kids', 'Hot Fuzz', 'Hot Shots!', 'Husbands and Wives', 'I Am Not Your Negro', ""'I Know Where I'm Going!'"", 'I Not Stupid', 'I Think I Love My Wife', 'I, Tonya', 'In the Loop', 'In the Mood', 'Independence Day', 'Indiana Jones and the Temple of Doom', 'Inglourious Basterds', 'The Intouchables', 'Iron Man', 'It Happened One Night', 'JFK', 'Jerry Maguire', 'John Carter', 'Jumanji: Welcome to the Jungle', 'Jungle 2 Jungle', 'Kick-Ass', 'Kicking & Screaming', 'King Arthur: Legend of the Sword', 'Kiss Kiss Bang Bang', 'Kong: Skull Island', ""I'm Losing My Temper"", 'Lake Placid', 'The Troops of St. Tropez', 'Lenny', 'Let the Right One In', 'Lethal Weapon', 'Little Big Man', 'Little Miss Marker', 'Live and Let Die', 'Lone Star State of Mind', ""Look Who's Talking"", 'Mad Max Beyond Thunderdome', 'Major League', 'Marriage Italian Style', 'Mike Bassett: England Manager', 'Million Dollar Arm', 'Mission: Impossible - Rogue Nation', 'Mondo cane', 'Monkey Business', 'Monsieur Vincent', 'Moscow Does Not Believe in Tears', ""Mr. Holland's Opus"", 'Mrs. Doubtfire', 'My Fair Lady', 'My Girl', 'My Week with Marilyn', 'Never Been Kissed', 'Night of the Demons', 'Nixon', ""Ocean's Eleven"", 'Odd Man Out', 'Office Space', 'One Night Surprise', 'Only Lovers Left Alive', 'Operation Dumbo Drop', 'Operation Thunderbolt', 'Oresama', 'Outsourced', 'Paranormal Activity', 'Patton', 'Penelope', 'Penn & Teller Get Killed', 'Piranha', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Police Academy', 'Populaire', 'Predestination', 'Quick Change', 'REC', 'Race to Witch Mountain', 'Rat Race', 'Ready Player One', 'Red Lion', 'Remember Me', 'Ride Clear of Diablo', 'Road Trip', 'Ruby Sparks', 'Rush', 'Ruthless People', ""Schindler's List"", 'Seance', 'Seven Beauties', 'Seventeen Again', 'Shanghai Noon', 'Shaun of the Dead', 'Sherlock Holmes: A Game of Shadows', 'Sideways', 'Silent Rage', 'Sister Act', 'Sky High', 'Skyfall', 'Slaughter High', 'Sleeping with the Enemy', 'Smarty', 'Snatch', 'Solo', 'Spider-Man: Homecoming', 'Star Trek', 'Star Trek: Generations', 'Starship Troopers', 'Stitches', 'Submarine', ""Sullivan's Travels"", 'Taken', 'Teen Beach Movie', 'Teenage Mutant Ninja Turtles: Out of the Shadows', 'The American President', 'The Americanization of Emily', 'The Assassination of Jesse James by the Coward Robert Ford', 'The Aviator', 'The Bad Education Movie', 'The Battle of Algiers', 'The Boondock Saints', 'The Borrowers', 'The Brady Bunch Movie', 'The Computer Wore Tennis Shoes', 'The Consultant', 'The Dark Knight', 'The Dark Knight Rises', ""The Devil's Rejects"", 'The Dirties', 'The Dish', 'The Dreamers', 'The Flintstones in Viva Rock Vegas', 'The Flying Deuces', 'The Football Factory', 'The French Connection', 'The Game', 'The Gift', 'The Girl Next Door', 'The Good Son', 'The Graduate', 'The Green Mile', 'The Handmaiden', 'The Incredible Hulk', 'The Interview', 'The Jerk', 'The Last Metro', 'The Living Daylights', 'The Manchurian Candidate', 'The Messenger: The Story of Joan of Arc', 'The Monster Squad', 'The Mummy', 'The Parent Trap', 'The Pride of the Yankees', 'The Producers', 'The Santa Clause', 'The Shawshank Redemption', 'The Story of Temple Drake', 'The Sword and the Sorcerer', 'The Ten Commandments', 'The Texas Chainsaw Massacre', 'The Thing Called Love', 'The Town', 'The Trouble with Angels', 'The Whole Nine Yards', 'The Wild Geese', 'The Wild World of Batwoman', 'The Witches', 'Thirteen Days', 'This Is the End', 'Thor: Ragnarok', 'Three Wise Girls', 'To Be or Not to Be', 'Tommy Boy', 'Too Much, Too Soon', 'Tootsie', 'Topper', 'Topsy-Turvy', 'Trance', 'Tremors', 'Tremors 5: Bloodlines', 'Twist of Faith', 'Twister', 'UHF', 'Under Western Stars', 'Unstoppable', 'Us', 'Vacation', 'Victor Frankenstein', 'Volunteers', 'Waking Ned Devine', ""We're the Millers"", 'When Harry Met Sally...', 'Where the Heart Is', 'Who Am I', 'Wife vs. Secretary', 'With Six You Get Eggroll', 'Young Guns', 'Young Sherlock Holmes', 'Zodiac', 'Z-O-M-B-I-E-S']",302
8919,GimmickMatches,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Gladiator'],1
8920,GingerbreadHouse,1,0,0,0,0,2,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"['Hansel & Gretel Get Baked', 'Krampus', 'Running Scared']",3
8921,GirlFriday,4,0,4,0,2,14,7,0,10,1,1,4,0,1,1,0,2,7,0,7,2,0,0,3,1,0,0,"['Angel Heart', 'Avengers: Age of Ultron', 'Big Fat Liar', 'Caravaggio', 'Defense of the Realm', 'Fletch', 'Footlight Parade', 'High Society', 'His Girl Friday', 'Iron Man', 'Kiss Me Deadly', 'L.A. Confidential', 'Mr. Smith Goes to Washington', 'Random Harvest', 'Rear Window', 'Sin Takes a Holiday', 'Spy', 'Sweet Smell of Success', 'The Case of the Curious Bride', 'The Cheap Detective', 'The Maltese Falcon', 'The Maltese Falcon', 'The Mummy', 'The Pentagon Wars', 'The Philadelphia Story', 'Topsy-Turvy', 'Wife vs. Secretary']",27
8922,GirlGroup,0,0,1,0,1,6,0,0,3,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,"['Cupcakes', 'Stay Tuned', 'That Thing You Do!', 'The Cheetah Girls', 'The Sapphires', 'The Smiling Lieutenant']",6
8923,GirlInABox,2,0,2,0,0,1,0,0,4,0,0,0,0,0,3,0,0,1,0,3,5,0,0,3,0,1,0,"['Antiviral', 'Boxing Helena', 'Django Unchained', 'Lars and the Real Girl', 'Oblivion', 'Passengers', 'Pet', 'The Cell', 'Ultraviolet']",9
8924,GirlInTheTower,2,0,4,0,0,2,0,0,4,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"['Cruel Intentions', 'Mirror Mirror', 'Monty Python and the Holy Grail', 'Snow White and the Huntsman', 'The Vikings', 'The Woman in Black']",6
8925,GirlNextDoor,5,0,4,0,3,30,3,0,22,6,5,1,0,0,8,3,0,3,0,17,5,1,3,5,2,1,0,"['A Nightmare on Elm Street', 'Abduction', 'Battle Cry', 'Bedazzled', 'Blue Velvet', 'Bridget Jones: The Edge of Reason', 'Bright Star', 'Bubble Boy', 'Captain America: The Winter Soldier', 'Chungking Express', 'Cosy Dens', 'Country Strong', 'Deadly Friend', 'The Punch Bowl', 'Disturbia', 'Easy Virtue', 'Eternal Sunshine of the Spotless Mind', 'Flipped', ""From Dusk Till Dawn 3: The Hangman's Daughter"", 'Get Over It', 'Gia', 'Goosebumps', 'Heavy Trip', 'Hot Rod', 'Ice Princess', 'Idle Hands', 'Love & Basketball', 'Meet Me in St. Louis', 'Neighbors', 'Niagara', 'Night of the Creeps', 'Saved!', 'Sleepover', 'Something Borrowed', 'Spanking the Monkey', 'The Best Years of Our Lives', 'The Changeling', 'The Girl Next Door', 'The Monster Squad', 'The Other Guys', 'The Program', 'The Shaggy Dog', 'The Toxic Avenger', 'The Wedding Singer', 'The Wonderful Ice Cream Suit', 'Varsity Blues', 'WarGames', 'Zombieland']",48
8926,GirlOfMyDreams,3,0,1,0,0,2,1,0,1,0,3,0,0,0,3,0,0,4,0,2,2,0,0,2,0,0,0,"['Dagon', 'Lifeforce', 'Next', 'Beauty and the Beast', 'The Sure Thing', 'Total Recall', 'Twelve Monkeys', 'When We First Met']",8
8927,GirlOfTheWeek,14,0,11,0,1,8,2,0,4,2,3,0,0,0,0,0,1,0,0,3,4,1,0,7,0,0,0,"['Batman & Robin', 'Batman Forever', 'Batman Returns', 'Captain America', 'Captain America II: Death Too Soon', 'Friday', 'From Justin to Kelly', 'GoldenEye', 'James Bond', 'Lost Continent', 'National Treasure', ""On Her Majesty's Secret Service"", 'Our Man Flint', 'Police Academy', 'Quantum of Solace', 'Skyfall', 'Spectre', 'The Aviator', 'The Librarian', 'The Pink Panther Strikes Again', 'Under Siege 2: Dark Territory', 'Wedding Crashers', 'Whale Rider', 'When Harry Met Sally...']",24
8928,GirlOnGirlIsHot,25,0,8,0,4,62,20,0,44,0,8,0,0,1,33,2,0,17,0,21,7,0,2,15,1,1,1,"['ABCs of Death 2', 'A Simple Favor', 'Afternoon Delight', 'All Cheerleaders Die', 'Allied', 'American Mary', 'American Pie', 'Anger Management', 'Atomic Blonde', 'Basic Instinct', 'Batman Returns', 'Battle of the Sexes', 'Bend It Like Beckham', 'Bitch Slap', 'Bitter Moon', 'Black Swan', 'Carry on Girls', 'Chasing Amy', 'Chloe', 'Dallas Buyers Club', 'Dead Again in Tombstone', 'Death on Demand', 'Definitely, Maybe', 'Dodgeball: A True Underdog Story', ""Don't Open Till Christmas"", ""Dude, Where's My Car?"", 'Easy A', 'Elektra', 'Enter the Void', 'Femme Fatale', 'Forbidden World', 'Forty Days and Forty Nights', 'Ghosts of Mars', 'Gutterballs', 'Hatchet', 'Hot Shots! Part Deux', 'Imagine Me & You', 'Jailbait', ""Jennifer's Body"", 'John Tucker Must Die', 'Just Buried', 'Kingsman: The Secret Service', 'Kissing Jessica Stein', 'Knights of Badassdom', 'Lethal Weapon', 'Life Blood', 'Lifeforce', 'Love', 'Love and Death', 'Love & Other Drugs', 'Machete', 'Mean Girls', 'Morocco', 'Neighbors', 'Night of the Demons', 'No Strings Attached', 'Not Another Teen Movie', 'Passion', 'Phantom of the Paradise', 'Pitch Perfect', 'Plan B', 'Planet Terror', 'Prince of Darkness', 'Red Riding Hood', 'Return to House on Haunted Hill', 'Rock Star', 'Scott Pilgrim vs. the World', 'Shandra: The Jungle Girl', 'She Hate Me', 'Shivers', 'Silver Linings Playbook', 'Siren', 'Sorority Row', 'Spring Breakers', 'Stan Helsing', 'Starsky & Hutch', 'Strange Days', 'Switch', 'Tank Girl', 'Taxi', 'The Auteur', 'The Babysitter', 'The Black Dahlia', 'The Cabin in the Woods', 'The Gamers: Dorkness Rising', 'The Gauntlet', 'The Girl Next Door', 'The Girl with the Dragon Tattoo', 'The Grand Budapest Hotel', 'The Lair of the White Worm', 'The Legend of Awesomest Maximus', 'The Lost Boys', 'The Lure', 'The Mansion', 'The Nice Guys', 'The People vs. Larry Flynt', 'The Social Network', 'The Toolbox Murders', 'The Truth About Charlie', 'The Ugly Truth', 'The Vampire Lovers', 'The Wizard', 'Thirteen', 'Truth or Dare', 'Turkey Shoot', 'Undercover Brother', 'Virgin Territory', 'Wedding Crashers', ""We're the Millers"", 'When Will I Be Loved', 'Where the Truth Lies', 'Wild Side', 'Wild Things', 'Wings', 'Wrong Turn 2: Dead End', 'Wrong Turn 4: Bloody Beginnings', 'Zombie Strippers!']",117
8929,GirlPosse,2,0,3,0,1,37,6,0,28,14,11,0,0,0,10,2,3,3,0,15,2,0,1,5,0,0,1,"['A Cinderella Story', 'A Girl Like Her', 'All About Lily Chou-Chou', 'Aquamarine', 'Beautiful Creatures', 'Boy Eats Girl', 'Bring It On', 'Buffy the Vampire Slayer', 'Bumblebee', 'Camp Rock', 'Carrie', 'Carrie', 'Cruel Intentions', 'Cry-Baby', 'Dead Friend', 'Elephant', 'Fighting with My Family', 'Forty Days and Forty Nights', 'Freaky Friday', 'Geek Charming', 'Georgy Girl', 'Ginger Snaps', 'Grease', ""Grumpy Cat's Worst Christmas Ever"", 'Heathers', 'High School Musical', 'Holidays', 'Instructions Not Included', ""It's a Boy Girl Thing"", 'Jawbreaker', 'Little Darlings', ""Love Don't Cost a Thing"", 'Mean Girls', ""Muriel's Wedding"", 'My Girl', 'Never Been Kissed', 'Not Like Everyone Else', 'Princess Protection Program', 'Prom Night', 'Reform School Girls', 'Remember Me', ""Romy and Michele's High School Reunion"", 'Saved!', ""She's All That"", 'Sky High', 'Sleepover', 'The Baby-Sitters Club', 'The Craft', ""The Devil's Carnival"", 'The Final', 'The Help', 'The Hot Chick', 'The House Bunny', 'The Kissing Booth', 'The New Guy', 'The Princess Diaries', 'The Sisterhood of Night', 'White Chicks', 'Wish Upon a Star']",59
8930,GirlPowered,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Red Sonja'],1
8931,GirlScoutsAreEvil,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Airplane!', 'Dodgeball: A True Underdog Story', 'Nothing', 'Troop Beverly Hills']",4
8932,GirlShowGhetto,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Teen Witch'],1
8933,GirlWithPsychoWeapon,4,0,0,0,0,4,3,0,5,0,0,0,0,0,3,1,1,1,0,1,0,0,0,1,0,0,0,"['Audition', 'Axe', 'Bitch Slap', 'Gangs of New York', 'High Tension', 'In the Realm of the Senses', 'Meet the Feebles', 'RED', 'Super', 'Uncommon Valor']",10
8934,GirlfriendInCanada,4,0,2,0,1,12,2,0,9,1,0,0,0,0,1,1,1,0,0,4,2,0,0,1,0,0,0,"[""A Summer's Tale"", 'Bridesmaids', 'Donnie Brasco', 'Empire Records', ""King of Devil's Island"", 'Napoleon Dynamite', 'Paint Your Wagon', 'Prom', 'Snakes on a Plane', 'Spider-Man: Homecoming', 'The Best Exotic Marigold Hotel', 'The Brady Bunch Movie', 'The Breakfast Club', 'The Bubble', 'Transformers: Dark of the Moon', ""Trick 'r Treat"", 'Waiting for Guffman']",17
8935,GirlinessUpgrade,1,0,0,0,0,5,0,0,5,3,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,"['Carol', 'Imitation of Life', 'Kit Kittredge: An American Girl', 'My Girl', 'Now and Then', 'Sam', ""She's All That"", 'The Apple Dumpling Gang', 'Underworld']",9
8936,GirlishPigtails,10,0,9,0,0,15,2,0,14,6,6,0,0,0,12,1,2,3,0,5,3,0,0,13,0,2,0,"['Cemetery of Terror', 'Crossroads', 'Daisies', 'E.T. the Extra-Terrestrial', 'Flesh for the Beast', ""Give 'em Hell Malone"", 'Hairspray', 'Halloween', 'Horror of Dracula', ""I'll Wait for You"", ""Kathy O'"", 'Kick-Ass', 'Kite', 'McLintock!', 'Motel Hell', ""New Year's Evil"", 'Orphan', 'Oscar', 'Prom Night', ""Romy and Michele's High School Reunion"", 'School of Rock', 'Sliding Doors', 'Spy Kids 2: Island of Lost Dreams', 'Street Fighter', 'Sucker Punch', 'Sunshine Cleaning', 'Suzhou River', 'The Baby', 'The Cave of the Yellow Dog', 'The Dark Maidens', 'The Final', 'The Hunger Games', 'The Legend of Billie Jean', 'The Lonely Lady', 'The Muppet Movie', 'The Rock', 'The Secret Garden', 'The Toolbox Murders', 'The Wizard of Oz', 'True Grit', 'What Ever Happened to Baby Jane?', 'X-Men: Apocalypse', 'Z-O-M-B-I-E-S']",43
8937,GirlsAreReallyScaredOfHorrorMovies,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,"['Cabin Fever', 'Ready Player One', 'Scream 4']",3
8938,GirlsBehindBars,4,0,0,0,0,4,12,0,11,0,0,1,0,0,3,0,1,2,0,3,1,0,0,7,0,0,0,"['Bitch Slap', 'Black Mama White Mama', 'Bound', 'Caged', 'Chicago', 'Diary of a Lost Girl', 'Double Jeopardy', 'Freeway', 'Gothika', 'Grindhouse', 'House of Whipcord', 'Jackie Brown', 'Jailbait', 'Ladies They Talk About', 'Midnight Mary', 'Reform School Girls', 'Shadow Killers Tiger Force', 'So Young So Bad', 'Tank Girl']",19
8939,GirlsHaveCooties,2,0,1,0,0,4,1,0,1,1,1,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,"['Bedrooms and Hallways', 'Cooties', 'Eternal Sunshine of the Spotless Mind', 'Halloween', 'Mystery Team', 'The Last Starfighter', 'The Little Rascals']",7
8940,GirlsLove,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,"['Black Swan', 'Imagine Me & You', 'Samaritan Girl', 'Show Me Love']",4
8941,GirlsLoveChocolate,1,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,"['My Fair Lady', 'The Family Man', 'The Purge: Election Year']",3
8942,GirlsLoveStuffedAnimals,1,0,1,0,1,5,3,0,5,2,2,0,0,0,2,2,0,3,0,1,1,0,0,3,0,0,0,"['Animal House', 'Black Mirror: Bandersnatch', 'Black Swan', 'D.E.B.S.', 'Eating Raoul', 'Great Balls of Fire!', 'Karla', 'Labyrinth', 'Las Vegas Bloodbath', 'Spice World', 'Swimming Pool', 'Ted', 'The Toolbox Murders']",13
8943,GirlsNightOutEpisode,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Girls Trip'],1
8944,GirlsStareAtSceneryBoysStareAtGirls,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Guardians of the Galaxy Vol. 2', 'Underdog']",2
8945,GirlsWithGuns,13,1,6,0,0,6,3,0,4,1,2,0,0,0,1,0,0,0,0,2,2,0,0,2,1,0,0,"[""Angel's Revenge"", 'Avalon', 'Bandidas', 'Battleship', 'Bitch Slap', 'Bring Me the Head of the Machine Gun Woman', 'Cockneys vs Zombies', 'Colombiana', 'D.E.B.S.', 'Licence to Kill', 'Mercenaries', 'On Our Own', 'So Close', 'Sucker Punch', 'The North Star', 'Ultraviolet']",16
8946,GirlsWithMoustaches,3,0,3,1,1,8,1,0,2,2,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"[""But I'm a Cheerleader"", 'Carry on Again Doctor', 'Colonel Kill Motherfuckers', 'Dodgeball: A True Underdog Story', ""Monty Python's Life of Brian"", 'Ride Along', 'Shaolin Soccer', 'The Dark Crystal', 'The Greatest Showman', 'The Hobbit', 'Yellowbeard']",11
8947,GirlsWithMustaches,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Divorce Italian Style'],1
8948,GirlyBruiser,1,0,2,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Malavita', 'Scooby-Doo', 'The Family', 'Thunderbirds']",4
8949,GirlyGirl,2,0,1,0,0,2,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"['A Stolen Life', 'James Bond', 'Mother!', 'Outrageous Fortune', 'Swiss Family Robinson', 'The Family Secret', 'What Happened to Monday']",7
8950,GirlyGirlWithATomboyStreak,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"[""A Knight's Tale"", 'The Eagle Huntress', 'The Parent Trap']",3
8951,GirlyRun,4,0,5,0,0,7,2,0,2,1,1,0,0,0,3,0,0,1,0,1,3,0,0,2,0,2,0,"['Ace High', 'Future World', 'How to Steal a Million', 'In the Loop', 'Local Hero', 'Paddington 2', 'Queen of Outer Space', 'Spy', 'Stand by Me', 'The Burning', 'The Magnificent Seven', 'The Toolbox Murders', ""Vampire's Kiss"", 'Westworld']",14
8952,GirlySkirtTwirl,1,0,1,0,1,4,2,0,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,"['American Dreamer', 'Clash by Night', 'Lawrence of Arabia', 'Mary Poppins', 'Mon Oncle', 'Pain & Gain', 'The Hasty Heart']",7
8953,GiveAwayTheBride,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Father of the Bride', 'Robin Hood: Prince of Thieves']",2
8954,GiveChaseWithAngryNatives,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Serenity'],1
8955,GiveGeeksAChance,4,0,2,0,1,17,2,0,7,4,2,0,0,0,6,1,0,1,0,6,2,0,0,2,0,0,0,"['American Pie', 'Baywatch', ""Can't Buy Me Love"", 'Fright Night', 'Geek Charming', 'Hansel & Gretel: Witch Hunters', 'Hawking', 'High School Musical', 'My Awkward Sexual Adventure', ""My Boyfriend's Back"", 'Nightcrawler', 'Revenge of the Nerds', 'Scream 2', ""She's Out of My League"", 'Sleepover', 'Slumber Party Massacre III', 'Superbad', 'The Faculty', 'The Rock', 'The Sandlot', 'Trainwreck', ""Wayne's World"", 'Wet Hot American Summer', 'X-Men: First Class']",24
8956,GiveHerANormalLife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
8957,GiveHimANormalLife,1,0,1,0,0,1,1,0,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"['A Story of Floating Weeds', 'Floating Weeds', 'Frisco Jenny', 'Parallels', 'The Master of Disguise', 'The Toll of the Sea']",6
8958,GiveMeAReason,6,0,3,0,0,2,6,1,3,0,0,0,0,0,0,1,0,2,0,0,4,0,0,1,0,0,0,"['Bad Day at Black Rock', 'Captain America: Civil War', 'Predator', 'RoboCop 3', 'Showdown in Little Tokyo', 'Star Trek III: The Search for Spock', 'Sudden Impact', 'The Cove', 'The Hateful Eight', 'The Thing Called Love']",10
8959,GiveMeASign,2,0,3,0,1,5,2,0,8,1,4,0,0,1,2,0,0,2,0,2,3,0,0,2,0,0,0,"['A Very Long Engagement', 'Apocalypse: Caught in the Eye of the Storm', 'Black Mirror: Bandersnatch', 'L.A. Story', 'Novitiate', 'Oh, God!', 'Orgazmo', 'Real Genius', 'Red State', 'Sergeant York', 'The Blues Brothers', 'The Final', 'The Grey', 'The Princess Bride']",14
8960,GiveMeASword,18,0,16,0,0,4,3,0,6,3,5,0,0,0,3,0,0,1,0,2,3,0,1,5,0,3,0,"['Ace Ventura: When Nature Calls', 'Captain Sindbad', 'Clash of the Titans', 'First Knight', 'For a Few Dollars More', 'Gladiator', 'John Wick', 'Kong: Skull Island', 'Lethal Weapon', 'Mosquito', 'Nightfall', 'Pandorum', ""Pirates of the Caribbean: Dead Man's Chest"", 'Rio Bravo', 'Screamers', 'Seven Swords', 'Sharknado', 'Suicide Squad', 'The Hidden Fortress', 'The Man Who Shot Liberty Valance', 'The Natural', 'The Quick and the Dead', 'The Return of the Musketeers', 'The Thief of Bagdad', 'The Three Musketeers', 'The Three Musketeers', 'The Vikings']",27
8961,GiveMeBackMyWallet,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,"[""Adam's Apples"", 'Ash Is Purest White', ""Ocean's Eleven"", 'The Circus', 'The Handmaiden', 'Trouble in Paradise']",6
8962,GiveMeLibertyOrGiveMeDeath,3,0,2,0,1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Braveheart', 'Bunraku', 'National Treasure', 'Runaway Train']",4
8963,GiveMyRegardsInTheNextWorld,4,0,3,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,"['A Nightmare on Elm Street 4: The Dream Master', 'Die Hard: With a Vengeance', 'Faust', 'Spawn', 'Stargate', 'The World Is Not Enough', 'Wrong Turn 2: Dead End']",7
8964,GiveTheBabyAFather,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,"['Arjun Reddy', 'Eight Women', 'Oscar', ""The Miracle of Morgan's Creek""]",4
8965,GivenNameReveal,5,0,8,0,0,5,2,0,3,2,1,0,0,0,0,0,0,2,0,2,2,1,0,3,0,0,0,"['Aliens', 'Baby Driver', 'Back to the Future', 'Die Hard: With a Vengeance', 'Fantastic Beasts: The Crimes of Grindelwald', 'Final Deployment 4: Queen Battle Walkthrough', 'Harold and Maude', 'Hugo', 'Memento', 'Men in Black', 'Miss Pettigrew Lives for a Day', 'Nerve', 'Skyfall']",13
8966,GiverOfLameNames,2,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"['Batman Forever', 'Brain Damage', 'Jungle 2 Jungle', 'Terminator 2: Judgment Day']",4
8967,GivingRadioToTheRomans,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,"['Hot Tub Time Machine', 'Hot Tub Time Machine 2']",2
8968,GivingSomeoneThePointerFinger,10,0,3,1,0,1,4,0,6,0,1,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,"['Alone in the Dark', 'Body Snatchers', 'Death Wish', 'Death Wish', 'Fist of the North Star', 'Invasion of the Body Snatchers', 'Lionheart', 'Outpost', 'Star Trek: First Contact', 'Suicide Squad', 'The Big Boss', 'Transformers: Revenge of the Fallen', 'Undercover Brother']",13
8969,GivingThePointerFinger,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Surf Nazis Must Die'],1
8970,GivingTheSwordToANoob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0
